emuIRN,curatorial_section,object_number,object_name,native_name,culture,provenience,material,period,date_made,date_made_early,date_made_late,accession_credit_line,creator,description,manufacture_locationlocus,culture_area,technique,iconography,measurement_height,measurement_length,measurement_width,measurement_outside_diameter,measurement_tickness,measurement_unit,other_numbers,url
368178,European,40-10-454,Side Scraper,,Mousterian,France|Pech de Bourre,Flint,Mousterian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Brownish flint with light bluish white patination. Shows slight action of fire. Pointed.,,,,,,,,,,,,http://www.penn.museum/collections/object/368178
220749,European,40-10-492,Scraper,,Aurignacian,France|Dordogne|Les Eyzies,Flint,Aurignacian,,,,"Gift of University of Pennsylvania Department of Anthropology through Dr. Speck, 1940",,Flint.  Round Scraper - striking platform composed of cortex.  Yellow-brown patination. In white ink: 8,,,,,,,,,,,8,http://www.penn.museum/collections/object/220749
382576,European,EU2220B,Racloir,,Neolithic,England|Northwest Suffolk|North Stow,Flint,Neolithic,,,,"Purchased from Mrs. Lilian V. M. Rivers, 1916",,"Flint implement - Racloir, triangular. One of two implements.",,,,,,,,,,,59,http://www.penn.museum/collections/object/382576
367082,European,EU2221,Racloir,,Neolithic,England|Northwest Suffolk|North Stow,Flint,Neolithic,,,,"Purchased from Mrs. Lilian V. M. Rivers, 1916",,"Flint implement - Racloir or point, for flaking cf. 2216.",,,,,,,,,,,,http://www.penn.museum/collections/object/367082
367083,European,EU2222,Racloir,,Neolithic,England|Northwest Suffolk|West Hill,Flint,Neolithic,,,,"Purchased from Mrs. Lilian V. M. Rivers, 1916",,Flint implement - Racloir notched.,,,,,,,,,,,3 -1,http://www.penn.museum/collections/object/367083
367084,European,EU2223,Racloir,,Neolithic,England|Northwest Suffolk|Beck Row,Flint,Neolithic,,,,"Purchased from Mrs. Lilian V. M. Rivers, 1916",,"Flint implement - Racloir semicircular, notched.",,,,,,,,,,,,http://www.penn.museum/collections/object/367084
367085,European,EU2224,Racloir (uncertain)|Burin (uncertain),,Neolithic,England|Northwest Suffolk|Icklingham,Flint,Neolithic,,,,"Purchased from Mrs. Lilian V. M. Rivers, 1916",,"Flint implement - Racloir-burin, semicircular, small.",,,,,,,,,,,,http://www.penn.museum/collections/object/367085
367086,European,EU2225,Racloir,,Neolithic,England|Northwest Suffolk|Somersby,Flint,Neolithic,,,,"Purchased from Mrs. Lilian V. M. Rivers, 1916",,"Flint implement - Racloir, discoid, small.",,,,,,,,,,,,http://www.penn.museum/collections/object/367086
367087,European,EU2226,Racloir (uncertain)|Grattoir (uncertain),,Neolithic,England|Northwest Suffolk|Somersby,Flint,Neolithic,,,,"Purchased from Mrs. Lilian V. M. Rivers, 1916",,"Flint implement - Irregular trapezoid, racloir-grattoir.",,,,,,,,,,,,http://www.penn.museum/collections/object/367087
367088,European,EU2227,Knife,,Neolithic,England|Northwest Suffolk,Flint,Neolithic,,,,"Purchased from Mrs. Lilian V. M. Rivers, 1916",,Flint implement - Knife with adapted back and grattoir.,,,,,,,,,,,,http://www.penn.museum/collections/object/367088
367089,European,EU2228,Point,,Neolithic,England|Northwest Suffolk|West Row,Flint,Neolithic,,,,"Purchased from Mrs. Lilian V. M. Rivers, 1916",,"Flint implement - Point, both faces flaked.",,,,,,,,,,,,http://www.penn.museum/collections/object/367089
367090,European,EU2229,Double Point,,Neolithic,England|Northwest Suffolk|Beck Row,Flint,Neolithic,,,,"Purchased from Mrs. Lilian V. M. Rivers, 1916",,"Flint implement - Double point, carefully flaked on convex face opposite plane of cleavage.",,,,,,,,,,,,http://www.penn.museum/collections/object/367090
367091,European,EU2230,Racloir (uncertain)|Grattoir (uncertain),,Neolithic,England|Northwest Suffolk|North Stow,Flint,Neolithic,,,,"Purchased from Mrs. Lilian V. M. Rivers, 1916",,"Flint implement - Point or racloir-grattoir, with ""snout"" - thin.",,,,,,,,,,,2-5,http://www.penn.museum/collections/object/367091
367092,European,EU2231,Racloir,,Neolithic,England|Northwest Suffolk|Icklingham,Flint,Neolithic,,,,"Purchased from Mrs. Lilian V. M. Rivers, 1916",,"Flint implement - Racloir, irregular shape, crude.",,,,,,,,,,,,http://www.penn.museum/collections/object/367092
367093,European,EU2232,Racloir,,Neolithic,England|Northwest Suffolk|North Stow,Flint,Neolithic,,,,"Purchased from Mrs. Lilian V. M. Rivers, 1916",,"Flint implement - Racloir. Large flake, trimmed to a curved edge.",,,,,,,,,,,( 10 ) + (43 ),http://www.penn.museum/collections/object/367093
367094,European,EU2233,Racloir,,Neolithic,England|Northwest Suffolk|Beck Row,Flint,Neolithic,,,,"Purchased from Mrs. Lilian V. M. Rivers, 1916",,"Flint implement - Racloir. Small, thin flake, one edge concave.",,,,,,,,,,,,http://www.penn.museum/collections/object/367094
367095,European,EU2234,Racloir,,Neolithic,England|Northwest Suffolk|Lackford,Flint,Neolithic,,,,"Purchased from Mrs. Lilian V. M. Rivers, 1916",,"Flint implement - Racloir. Rather thick flake, oval outline.",,,,,,,,,,,,http://www.penn.museum/collections/object/367095
349919,European,EU2620,Wood Fragment,,,Switzerland|Robenhausen (uncertain),Wood,,,,,,,Fragment of perforated wood.,,,,,,,,,,,4182,http://www.penn.museum/collections/object/349919
353115,European,EU2629,Hand-Axe,,Middle Acheulian,England (uncertain),Flint,Middle Acheulian,,,,,,Flint hand axe - Lanceolate. Cortex remaining at base. Fine workmanship. Shiny patination - mostly dark bluish grey on one face and light yellow-olive on opposite face.,,,,,,,,,,,,http://www.penn.museum/collections/object/353115
356240,European,EU2632A,Arrowhead,,Neolithic,Holland,Flint,Neolithic,,,,"Exchange with the Rijksmuseum van Oudheden, Leiden, 1913",,Flint arrowhead. Tanged and barbed. Grey-white patination. Evidently resharpened at later date.<br /><br />E-I-100.  See No 3 in photo.,,,,,,,,,,,Leiden E-I-100,http://www.penn.museum/collections/object/356240
345615,European,EU2617,Pendant (uncertain),,,Switzerland|Robenhausen (uncertain),Antler,,,,,,,Pendant  ?   Haft  ? - Antler. Incised. Two holes at top.,,,,,,,,,,,4191,http://www.penn.museum/collections/object/345615
380255,European,EU2638B.10,Bladelet,,Neolithic,England|Southeast England,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Flint bladelets (12) - Not retouched. Mostly pointed.,,,,,,,,,,,,http://www.penn.museum/collections/object/380255
380253,European,EU2638B.8,Bladelet,,Neolithic,England|Southeast England,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Flint bladelets (12) - Not retouched. Mostly pointed.,,,,,,,,,,,,http://www.penn.museum/collections/object/380253
380247,European,EU2638B.2,Bladelet,,Neolithic,England|Southeast England,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Flint bladelets (12) - Not retouched. Mostly pointed.,,,,,,,,,,,,http://www.penn.museum/collections/object/380247
384866,European,EU1719B,Polisher,,Neolithic|Swiss Lake Dweller,Switzerland|Robenhausen,Volcanic Rock,Neolithic,,,,,,Stone implement - Polisher of light volcanic rock.,,,,,,,,,,,4275|2409,http://www.penn.museum/collections/object/384866
44952,European,EU1720,Polisher,,Neolithic|Swiss Lake Dweller,Switzerland|Robenhausen,Volcanic Rock,Neolithic,,,,,,Stone implement - Polisher of light volcanic rock.,,,,,,,,,,,4274,http://www.penn.museum/collections/object/44952
233204,European,EU1721,Polisher (uncertain),,Neolithic,Denmark,Stone,Neolithic,,,,,,Stone implement - ?Polisher -Four contiguous concave faces.,,,,,,,,,,,4282|203,http://www.penn.museum/collections/object/233204
258670,European,EU1722,Grinding Stone,,Neolithic|Swiss Lake Dweller,Denmark,Stone,Neolithic,,,,,,Stone implement - Flat grinding stone,,,,,,,,,,,4214,http://www.penn.museum/collections/object/258670
289080,European,EU1723,Tool (uncertain),,Neolithic,Ireland,Stone,Neolithic,,,,,,"Stone implement (?) - Small, rectangular flat pebble.  Perhaps an artifact.",,,,,,,,,,,4251,http://www.penn.museum/collections/object/289080
159019,European,EU1724,Grattoir,,,Ireland|County Sligo|Kilmacktrary,Flint,,,,,,,"Flint implement - Small, oblong grattoir  (""Thumb scraper"")  Cf. 910, etc.",,,,,,,,,,,4327,http://www.penn.museum/collections/object/159019
210343,European,EU1736A,Blade,,Upper Paleolithic,France|Dordogne,Flint,Upper Paleolithic,,,,,,Flint blade - Fractured.  Edges retouched.  Bluish speckled patination.,,,,,,,,,,,248|4311,http://www.penn.museum/collections/object/210343
164608,European,EU1736B,End Scraper,,Upper Paleolithic,France|Dordogne,Flint,Upper Paleolithic,,,,,,Flint end scraper - On end of blade.  Gray white patination.,,,,,,,,,,,4311|( 1 ),http://www.penn.museum/collections/object/164608
90434,European,EU1739B,Hand Axe,,Abbevillian,France|Somme|Saint-Acheul,Flint,Abbevillian,,,,"Purchased from the Field Museum, 1914",,Flint hand axe -  Crude.  Quite possibly entirely shaped by frost action.  Edges show traces of utilization.  Orange-brown patination on one face; opposite face yellow-white and light brown patination.  Lustered.  Worn. p. ch. 17,,,,,,,,,,cm,p. ch. 17,http://www.penn.museum/collections/object/90434
101347,European,EU1739A,Hand Axe,,Abbevillian,France|Saint-Acheul,Flint,Abbevillian,,,,"Purchased from the Field Museum, 1914",,Flint hand axe -  Crude.  Orange patination on one face.  Yellow brown patination on opposite face.  Lustered.  Slightly worn.  FIne reddish sands and a small amount of a black deposit adhering. p. ch. 1,,,,,,,,,,,,http://www.penn.museum/collections/object/101347
275208,European,EU1738C,Hand Axe (uncertain),,Abbevillian (uncertain)|Clactonian I (uncertain),France|Saint-Acheul,Flint,Abbevillian (uncertain)|Clactonian I (uncertain),,,,"Purchased from the Field Museum, 1914",,"Flint tool - ""Alluvial of 3d terrace.""  Orange shiny patination.  Both faces are fractured exclusively by frost.  In form of hand axe and with traces of utilization along edges.  Very slightly worn.  A few fine reddish sands adhering. p. ch. 16",,,,,,,,,,,P.CH.16,http://www.penn.museum/collections/object/275208
283717,European,EU1738B,Hand Axe,,Abbevillian,France|Saint-Acheul,Flint,Abbevillian,,,,"Purchased from the Field Museum, 1914",,"Flint hand axe - ""Alluvial of 3d terrace.""  Pointed.  Fractured on one side.  Light yellow shiny patination slightly tinged with blue-white.  Slightly worn.  Fissured by frost.  A small amount of yellow sandy clay adhering.  p. ch. 39",,,,,,,,,,,39,http://www.penn.museum/collections/object/283717
336692,European,EU1738A,Hand Axe,,Abbevillian,France|Saint-Acheul,Flint,Abbevillian,,,,"Purchased from the Field Museum, 1914",,"Flint hand axe - ""Alluvial of 3d terrace.""  Oval and pointed.  Tan colored patination with slight pinkish tinge.  One face is flat and rather dull.  Opposite face is fairly shiny.  Fine reddish sands and small brown spots adhering.  p. ch. 12 (4?. 80",,,,,,,,,,,72,http://www.penn.museum/collections/object/336692
139549,European,EU1737,Nodule,,Abbevillian (uncertain)|Clactonian I (uncertain),France|Saint-Acheul,Flint,Abbevillian (uncertain)|Clactonian I (uncertain),,,,"Purchased from the Field Museum, 1914",,"Flint nodule - ""Alluvial of 3d terrace.""  Triangular.  Light gray brown shiny patination tinged with blue towards cortex which remains on greater part of one face.  Fractured, probably exclusively, by frost with some natural retouch along edges.  Some fine reddish sands adhering.  p. ch. 28",,,,,,,,,,,,http://www.penn.museum/collections/object/139549
112157,European,EU1739C,Hand Axe,,Abbevillian,France|Saint-Acheul,Flint,Abbevillian,,,,"Purchased from the Field Museum, 1914",,"Flint hand axe - ""Alluvial of 3d terrace.""  Yellow-brown and white patination.  Lustered.  Sharp, gently rounded end.  p. ch 25",,,,,,,,,,,,http://www.penn.museum/collections/object/112157
166361,European,EU1739D,Hand Axe,,Abbevillian,France|Saint-Acheul,Flint,Abbevillian,,,,"Purchased from the Field Museum, 1914",,"Flint hand axe - ""Alluvial of 3d terrace.""  Thick.  Predominantly orange but grading into yellow patination.  Lustered.  Edges distinctly show retouch on alternate faces.  End is fractured by frost.  Slightly fissured by frost.  A few fine reddish sands adhering.  p. ch. 13",,,,,,,,,,,,http://www.penn.museum/collections/object/166361
177132,European,EU1740,Cleaver,,Abbevillian,France|Saint-Acheul|Rue de Boves,Flint,Abbevillian,,,,"Purchased from the Field Museum, 1914",,"Flint cleaver - ""Alluvial of 3d terrace.""  Small biface oblong, with nearly parallel sides and slightly oblique rectilinear end; one face is flat.  Orange patination with slight reddishtinge, grading into cross-colored patination towards cortex.  Lustered.  Shows signs of being burnt.  p. ch. 5",,,,,,,,,,,5,http://www.penn.museum/collections/object/177132
195793,European,EU1743A,Nucleus (Lithic),,Clactonian I (uncertain),France|Saint-Acheul,Flint,Clactonian I (uncertain),,,,"Purchased from the Field Museum, 1914",,Flint nucleus - Roughly oval and thick.  Flakes have been removed from both faces.  Retouched at slighty later date on lower right edge of one face.  Greenish-yellow shiny patination.  Very slightly worn.  A small amount of fine reddish sands and white clay-like deposit adhering.  Striking platform in shape of cocked hat. p. ch. 29,,,,,,,,,,,,http://www.penn.museum/collections/object/195793
240887,European,EU1743B,Nucleus (Lithic),,Clactonian I (uncertain),France|Saint-Acheul,Flint,Clactonian I (uncertain),,,,"Purchased from the Field Museum, 1914",,"Flint nucleus - ""Alluvial of 3d terrace.""  Triangular.  Thick.  Flakes have been removed from both faces.  One face has dark reddish brown patination grading into orange, yellow, and a little bit of olive and blue.  Opposite face has yellow and orange patination slightly tinged with blue-white.  Very lustered and smooth to touch.  A few fissures due to frost and a few striations.  Fine reddish sands adhering.  p. ch. 27",,,,,,,,,,,,http://www.penn.museum/collections/object/240887
99159,European,EU1746A,Hand Axe,,Abbevillian,France|Somme|Saint-Acheul,Flint,Abbevillian,,,,"Purchased from the Field Museum, 1914",,"Hand axe - ""Alluvial of 3d terrace."" Small heart-shaped hand axe.  Thick.  White, blue, and light yellow-brown shiny patination.  The upper part of one face has been frost fractured and forms, with the opposite well-retouched face, a rather sharp edge shich probably served as an end scraper.  Composed largely of cortex.",,,,,,,,,,,,http://www.penn.museum/collections/object/99159
51592,European,EU1746B,Nucleus (Lithic),,Abbevillian (uncertain)|Clactonian I (uncertain),France|Somme|Saint-Acheul,Flint,Abbevillian (uncertain)|Clactonian I (uncertain),,,,"Purchased from the Field Museum, 1914",,"Flint nucleus - ""Alluvial of 3d terrace.""  Elongated, thick.  In form of crude hand axe.  Portion of cortex remaining. Slightly patinated a light blue.  Lustered.  Fissured by frost.  Fine reddish sands adhering. p. ch. 9",,,,,,,,,,,p. ch. 9,http://www.penn.museum/collections/object/51592
215836,European,EU1747,Flake,,Abbevillian (uncertain)|Clactonian I (uncertain),France|Saint-Acheul,Flint,Abbevillian (uncertain)|Clactonian I (uncertain),,,,"Purchased from the Field Museum, 1914",,"Flint flake  -  ""Alluvial of 3d terrace.""  Crude, thick flake.  Possibly of natural origin.  No striking platform or bulb.  Lower face has dull orange patination.  Upper face has olive and slightly yellow shiny patination.  Very slightly worn.  The upper face is retouched to form a curved point.  Fine reddish sands adhering.  p. ch. 33",,,,,,,,,,,p.ch. 33,http://www.penn.museum/collections/object/215836
171621,European,EU1748B,Flake,,Clactonian I (uncertain),North France|Saint-Acheul (uncertain),Flint,Clactonian I (uncertain),,,,"Purchased from the Field Museum, 1914",,Flint flake - Thick rectangular flake.  Triangular in section.  Probably of natural origin.  Greenish-yellow shiny patination with orange tinge.  End and side edges show utilization.  See note on EU 1748a card.,,,,,,,,,,,,http://www.penn.museum/collections/object/171621
167974,European,EU1748C,Flake,,Clactonian I (uncertain),North France|Saint-Acheul (uncertain),Flint,Clactonian I (uncertain),,,,"Purchased from the Field Museum, 1914",,Flint flake - Thick flake.  Cortex remaining on side of upper face with small anount of retouch along edge.  Retouched on lower face of opposite edge near bulb.  Yellow shiny patination.  See note on EU 1748a card.,,,,,,,,,,,,http://www.penn.museum/collections/object/167974
95767,European,EU1748E,Flake,,Clactonian I (uncertain),North France|Saint-Acheul (uncertain),Flint,Clactonian I (uncertain),,,,"Purchased from the Field Museum, 1914",,"Flint flake - Short thick and broad flake.  Perhaps of natural origin.  Greenish-yellow shiny patination, tinged with blue on upper face.  Edge shows utilization from alternate faces.  A few fine reddish sands adhering. See note on EU 1748a card.",,,,,,,,,,,,http://www.penn.museum/collections/object/95767
19567,European,EU1748F,Flake,,Abbevillian (uncertain)|Clactonian I (uncertain),North France|Saint-Acheul (uncertain),Flint,Abbevillian (uncertain)|Clactonian I (uncertain),,,,"Purchased from the Field Museum, 1914",,"Flint flake - Short, broad flake.  Upper face, except where flake has been removed, and striking platform composed of cortex.  Accidented bulb.  Tinted a blue and white patination.  Lustered.  Utilization at end, which has rectilinear edge.  Side edges show utilization on alternate faces.  See note on EU 1748a card",,,,,,,,,,,,http://www.penn.museum/collections/object/19567
